"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.976596708E0,-3.034555820E-1,4.232507050E-1,8.066467881E-1,9.601590963E-1
2.986653708E0,-4.467261064E-1,2.005635899E-1,8.838914305E-1,1.010472181E0
2.996710708E0,-5.516219392E-1,2.929455042E-4,8.986667597E-1,1.054461377E0
3.006766708E0,-5.808401835E-1,-8.081670642E-2,9.481382972E-1,1.114842092E0
3.016823708E0,-5.080648604E-1,-5.258401036E-2,1.027328308E0,1.147300498E0
3.026880708E0,-4.876744500E-1,-1.867296624E-1,1.157103167E0,1.269481025E0
3.036937708E0,-6.241087022E-1,-3.652650368E-1,1.360597966E0,1.540829985E0
3.046993708E0,-5.283178613E-1,2.585545206E-1,1.256150322E0,1.387041396E0
3.057050708E0,-4.935041240E-1,7.457363427E-1,1.069724130E0,1.394266376E0
3.067107708E0,-6.407305822E-1,9.711850977E-1,1.008976237E0,1.540054941E0
3.077163708E0,-8.190846929E-1,1.074353371E0,9.993908966E-1,1.680451446E0
3.087220708E0,-1.028474070E0,1.069628820E0,1.028991841E0,1.805737781E0
3.097277708E0,-1.163777471E0,1.039551328E0,1.056083161E0,1.884238999E0
3.107334708E0,-1.185924970E0,9.798974490E-1,1.082284534E0,1.880945735E0
3.117390708E0,-1.105628665E0,9.626738906E-1,1.080084811E0,1.820917067E0
3.127447708E0,-8.138385710E-1,1.039004028E0,1.066657265E0,1.696944405E0
3.137504708E0,-9.447697163E-2,1.379314903E0,9.907744396E-1,1.700902552E0
3.147561708E0,-5.365776381E-1,1.070443922E0,1.050324823E0,1.592779955E0
3.157617708E0,-7.087638134E-1,9.278034353E-1,1.133871009E0,1.627522296E0
3.167674708E0,-6.409551153E-1,9.681281734E-1,1.180121316E0,1.655530712E0
3.177731708E0,-5.490637824E-1,1.438522055E0,9.551146102E-1,1.811921813E0
3.187788333E0,-2.834507954E-1,2.649205597E0,6.582818770E-1,2.744443419E0
3.197844333E0,-3.618292129E-1,2.777038595E0,1.247732670E0,3.065893109E0
3.207901333E0,-1.858575502E-1,2.312197230E0,1.140870126E0,2.585030697E0
3.217958333E0,-2.516428193E-1,1.890374415E0,1.081083516E0,2.192163567E0
3.228014333E0,-6.452396625E-1,1.695301945E0,9.529488746E-1,2.049022807E0
3.238071333E0,-9.165066147E-1,1.292559180E0,7.837678027E-1,1.767762873E0
3.248128333E0,-1.095119465E0,9.429658502E-1,5.875340029E-1,1.560021616E0
3.258185333E0,-1.195306242E0,4.953527212E-1,4.353450859E-1,1.365158114E0
3.268241333E0,-1.244765208E0,6.039705992E-2,3.853864753E-1,1.304458111E0
3.278298333E0,-1.341926929E0,-3.723670650E-1,5.530844741E-1,1.498441707E0
3.288355333E0,-1.427684825E0,-7.681563216E-1,8.903099922E-1,1.849594544E0
3.298412333E0,-1.504056478E0,-1.442444367E0,1.530694638E0,2.585702558E0
3.308468333E0,-1.680996878E0,-2.199134883E0,2.150117382E0,3.504989229E0
3.318525333E0,-1.729974034E0,-2.875244336E0,2.578463058E0,4.231821345E0
3.328582333E0,-1.848573693E0,-3.317164031E0,2.699116845E0,4.658973455E0
3.338639333E0,-2.279796492E0,-2.873931051E0,2.506530612E0,4.442932302E0
3.348695333E0,-2.680992231E0,-2.212591665E0,2.327293571E0,4.183249525E0
3.358752333E0,-2.805943721E0,-1.700024741E0,2.251135780E0,3.978821005E0
3.368809333E0,-2.864888332E0,-1.222129467E0,2.260200280E0,3.848336121E0
3.378866333E0,-3.143094175E0,-8.134769207E-1,2.232964973E0,3.940421077E0
3.388922333E0,-3.756292850E0,-4.581503963E-1,2.169802180E0,4.362072817E0
3.398979333E0,-4.129128862E0,-5.057280207E-1,2.142326113E0,4.679212238E0
3.409036333E0,-4.317352196E0,-7.962855220E-1,2.004985543E0,4.826341020E0
3.419092333E0,-4.232985937E0,-1.092923543E0,1.632857190E0,4.666784162E0
3.429149333E0,-3.822089229E0,-1.233196492E0,1.118328087E0,4.168908415E0
3.439206333E0,-3.028831396E0,-1.111631125E0,6.946352593E-1,3.300312337E0
3.449263333E0,-1.992669260E0,-6.047821927E-1,5.789597920E-1,2.161408504E0
3.459319333E0,-1.747727496E0,-4.960409385E-1,5.560267930E-1,1.899940475E0
3.469376333E0,-1.301691361E0,-5.190666890E-1,7.812733805E-1,1.604437198E0
3.479433333E0,-5.570037165E-1,-4.382014507E-1,1.216781019E0,1.408129859E0
3.489490333E0,5.731484637E-1,-3.364177984E-1,1.899344044E0,2.012258406E0
3.499546333E0,1.830865255E0,-3.536612374E-1,2.480880046E0,3.103531803E0
3.509603333E0,2.898307216E0,-6.094354069E-1,2.575117282E0,3.924643328E0
3.519660333E0,3.421656114E0,-1.201362496E0,1.421137698E0,3.894949905E0
3.529717333E0,3.367324955E0,-1.806308995E0,-5.151315494E-1,3.855773600E0
3.539773333E0,3.271552826E0,-2.077253766E0,-2.138181753E0,4.426043641E0
3.549830333E0,3.052039579E0,-2.050035562E0,-2.707204714E0,4.565802094E0
3.559887333E0,2.327816605E0,-1.945010798E0,-2.570847060E0,3.976311325E0
3.569943333E0,1.096381440E0,-1.719923986E0,-2.145572049E0,2.960349675E0
3.580000333E0,-1.125144625E-1,-1.698788640E0,-1.706784123E0,2.410737312E0
3.590057333E0,-8.939188206E-1,-1.879029647E0,-1.807617602E0,2.756324485E0
3.600114333E0,-1.485130941E0,-2.114988772E0,-1.941958698E0,3.232645202E0
3.610170333E0,-1.971538738E0,-2.210573207E0,-1.813681750E0,3.473188792E0
3.620227333E0,-1.798303865E0,-2.091888177E0,-1.381120231E0,3.085026099E0
3.630284333E0,-9.402063299E-1,-2.715518285E0,-7.287608524E-1,2.964644984E0
3.640341333E0,-5.906935459E-1,-2.507559137E0,-2.933309819E-1,2.592839130E0
3.650397333E0,-5.251832420E-1,-1.959823549E0,-2.786198258E-2,2.029162899E0
3.660454333E0,-6.620488726E-1,-1.388920709E0,-1.335726249E-1,1.544425813E0
3.670511333E0,-9.339691050E-1,-7.130357891E-1,-4.480312049E-1,1.257557270E0
3.680568333E0,-1.243395937E0,-7.475782156E-2,-8.507090664E-1,1.508419074E0
3.690624333E0,-1.528578093E0,3.921224678E-1,-1.238550203E0,2.006070193E0
3.700681333E0,-1.519045815E0,7.190619296E-1,-1.342566030E0,2.151054112E0
3.710738333E0,-1.258197140E0,1.040016181E0,-1.103164649E0,1.970194392E0
3.720795333E0,-7.083975584E-1,1.207434829E0,-9.122410709E-1,1.670900877E0
3.730851333E0,1.182415178E-1,7.182748944E-1,-1.031062925E0,1.262137328E0
3.740908333E0,4.663857611E-1,4.110428882E-1,-1.207597090E0,1.358220404E0
3.750965333E0,2.983609030E-1,3.620286030E-1,-1.346872796E0,1.426236400E0
3.761021333E0,1.056597716E-1,4.881004196E-1,-1.456249058E0,1.539502298E0
3.771078333E0,5.510299087E-2,7.377613252E-1,-1.604499364E0,1.766846434E0
3.781135333E0,1.517272063E-1,9.347130901E-1,-2.039442746E0,2.248563190E0
3.791192333E0,3.220891964E-1,1.180136518E0,-2.188794375E0,2.507445806E0
3.801248333E0,5.554622443E-1,1.347440561E0,-2.149793154E0,2.597257202E0
3.811305333E0,7.466239500E-1,1.504514315E0,-2.002240421E0,2.613422536E0
3.821362333E0,8.889862557E-1,1.609665379E0,-1.753512731E0,2.540890807E0
3.831419333E0,9.011075337E-1,1.752623954E0,-1.483204722E0,2.466491792E0
3.841475333E0,8.688941994E-1,1.904846858E0,-1.014220020E0,2.326383660E0
3.851532333E0,9.206192538E-1,1.955179691E0,-8.050189233E-1,2.306148933E0
3.861589333E0,3.130049622E-1,1.793515288E0,-1.173975892E0,2.166307593E0
3.871646333E0,5.239453134E-1,1.665878171E0,-6.325058886E-1,1.857345545E0
3.881702333E0,8.868501216E-1,1.677041675E0,-4.230469295E-1,1.943692523E0
3.891759333E0,1.162277368E0,1.797107817E0,-5.801961127E-1,2.217456361E0
3.901816333E0,1.407121191E0,1.927324140E0,-7.269606408E-1,2.494602205E0
3.911872333E0,1.522061371E0,2.004815535E0,-9.042371097E-1,2.674621636E0
3.921929333E0,1.607173880E0,2.212582895E0,-9.920655048E-1,2.909076299E0
3.931986333E0,1.603593776E0,2.473321350E0,-1.163262331E0,3.168913182E0
3.942043333E0,1.565511592E0,2.696864498E0,-1.275262239E0,3.369005557E0
3.952099333E0,1.691632379E0,2.884530884E0,-1.166960987E0,3.541742011E0
3.962156333E0,1.789766053E0,2.932116694E0,-1.009271522E0,3.580391018E0
3.972213333E0,1.882984704E0,2.822096654E0,-8.519691414E-1,3.497958310E0
3.982270333E0,1.657477038E0,2.520270399E0,-5.796841890E-1,3.071648869E0
3.992326333E0,1.171942815E0,2.003632643E0,4.828104436E-2,2.321707301E0
4.002383333E0,6.671047407E-1,1.202888035E0,9.285673741E-1,1.659579985E0
4.012440333E0,9.041432619E-2,1.686108953E-1,1.803748500E0,1.813866873E0
4.022497333E0,-5.142303108E-1,-9.676621503E-1,2.603140355E0,2.824383571E0
4.032553333E0,-1.264026229E0,-2.095162618E0,3.389552853E0,4.180494857E0
4.042610333E0,-1.867586938E0,-3.041878873E0,4.343690102E0,5.622148321E0
4.052667333E0,-2.411364692E0,-3.814517085E0,4.918829834E0,6.675335737E0
4.062724333E0,-2.612818374E0,-4.005777170E0,5.005680867E0,6.923143183E0
4.072780333E0,-2.190584354E0,-3.490145136E0,4.431965516E0,6.051618892E0
4.082837333E0,-1.498189236E0,-2.522432114E0,3.435331289E0,4.517602885E0
4.092894333E0,-8.927359289E-1,-1.453129569E0,2.675242956E0,3.172615302E0
4.102950333E0,-4.405479383E-1,-4.592824173E-1,2.131501894E0,2.224482670E0
4.113007333E0,-9.522541523E-2,3.817863446E-1,1.675253305E0,1.720843493E0
4.123064333E0,1.913771756E-1,1.096619568E0,1.237245104E0,1.664324232E0
4.133121333E0,5.670252594E-1,1.543390113E0,9.458219227E-1,1.896878962E0
4.143177333E0,6.322383785E-1,1.512816777E0,6.526688424E-1,1.764742640E0
4.153234333E0,2.715172130E-1,1.045328377E0,3.816176525E-1,1.145454078E0
4.163291333E0,3.614463665E-1,3.762186259E-1,2.726737922E-1,5.886721730E-1
4.173348333E0,8.492058934E-1,-2.926929045E-1,2.827704719E-1,9.416893997E-1
4.183404333E0,8.801291858E-1,-9.058798850E-1,4.379494357E-1,1.336804196E0
4.193461958E0,4.457874821E-1,-1.372452611E0,7.050961474E-1,1.606086307E0
4.203518958E0,-2.309527391E-1,-1.688489939E0,6.454071853E-1,1.822330342E0
4.213575958E0,-5.845169127E-1,-2.142520387E0,2.185879245E-1,2.231554237E0
4.223631958E0,-3.778761654E-1,-2.833501648E0,1.214905232E-1,2.861167932E0
4.233688958E0,-3.968069646E-1,-3.482280046E0,1.876903600E-1,3.509837283E0
4.243745958E0,-6.621609199E-1,-3.410337074E0,-2.498573720E-1,3.482999389E0
4.253801958E0,-9.963146764E-1,-2.577352672E0,-1.197770551E0,3.011651378E0
4.263858958E0,-1.110178530E0,-1.296631181E0,-2.073974063E0,2.686097020E0
4.273915958E0,-3.660867168E-1,1.425966328E-1,-2.805592303E0,2.832966900E0
4.283972958E0,8.258453898E-1,1.610297463E0,-3.748299414E0,4.162310299E0
4.294028958E0,1.902754140E0,2.810875263E0,-4.290849983E0,5.471095561E0
4.304085958E0,2.702793574E0,3.520940081E0,-4.527364009E0,6.340278940E0
4.314142958E0,2.951078045E0,3.727966599E0,-4.537203411E0,6.572123811E0
4.324199958E0,2.571123049E0,3.202921132E0,-4.316512243E0,5.958326565E0
4.334255958E0,1.747297726E0,2.040293516E0,-4.018779624E0,4.833884218E0
4.344312958E0,7.536948417E-1,7.780369467E-1,-3.886564722E0,4.034697355E0
4.354369958E0,-4.536679208E-2,-1.758333760E-1,-3.706007380E0,3.710453642E0
4.364426958E0,-9.891091526E-1,-9.118604171E-1,-3.149168263E0,3.424483477E0
4.374482958E0,-2.034933666E0,-1.455604695E0,-2.454782168E0,3.505095654E0
4.384539958E0,-2.988622432E0,-1.907229599E0,-1.910693928E0,4.027423503E0
4.394596958E0,-3.808593271E0,-2.229483687E0,-1.530853098E0,4.671133847E0
4.404653958E0,-3.497053036E0,-2.231668206E0,-8.673369397E-1,4.238159540E0
4.414709958E0,-2.232892906E0,-1.566647998E0,-5.010052246E-1,2.773301807E0
4.424766958E0,-1.104012934E0,-5.647118086E-1,-6.393557556E-1,1.395177324E0
4.434823958E0,-3.147785689E-1,1.095738977E-1,-8.622995634E-1,9.244741876E-1
4.444879958E0,1.670520276E-1,4.372974712E-1,-1.062808628E0,1.161334421E0
4.454936958E0,3.814526148E-1,6.004985225E-1,-1.251419340E0,1.439498155E0
4.464993958E0,4.961843415E-1,6.308332926E-1,-1.378652413E0,1.595252965E0
4.475050958E0,5.751034802E-1,5.747099626E-1,-1.406766411E0,1.624816079E0
4.485106958E0,5.164776881E-1,4.167959636E-1,-1.344840304E0,1.499687808E0
4.495163958E0,2.506184603E-1,2.121223658E-1,-1.191966020E0,1.236360993E0
4.505220958E0,-1.573750319E-1,-4.106265664E-2,-1.072250566E0,1.084515707E0
4.515277958E0,-5.872433963E-1,-2.608027750E-1,-8.958427007E-1,1.102455005E0
4.525333958E0,-9.842552327E-1,-4.545040727E-1,-6.038824524E-1,1.240969916E0
4.535390958E0,-1.160910289E0,-5.967288226E-1,-4.363899833E-1,1.376311812E0
4.545447958E0,-1.042772486E0,-6.454209262E-1,-4.792108977E-1,1.316657022E0
4.555504958E0,-6.766685928E-1,-5.167874444E-1,-5.556445312E-1,1.016705706E0
4.565560958E0,-1.570081922E-1,-3.025214893E-1,-3.403601374E-1,4.816802331E-1
4.575617958E0,5.298227884E-1,7.349950075E-3,6.957733467E-2,5.344223184E-1
4.585674958E0,1.076163815E0,2.965853959E-1,2.343247553E-1,1.140613670E0
4.595731958E0,1.409621606E0,4.913152188E-1,2.346799006E-1,1.511124870E0
4.605787958E0,1.509037136E0,4.787325954E-1,-4.771035612E-2,1.583873182E0
4.615844958E0,1.304547141E0,3.091206568E-1,-3.228873414E-1,1.379005098E0
4.625901958E0,9.335072480E-1,1.037003696E-1,-4.202920870E-1,1.028997078E0
4.635957958E0,5.231955542E-1,-3.056339622E-3,-3.319411701E-1,6.196191326E-1
4.646014958E0,1.175971547E-1,-1.144148076E-1,-1.082664603E-1,1.965743254E-1
4.656071958E0,-2.987447727E-1,-1.579976141E-1,4.480889462E-2,3.409098448E-1
4.666128958E0,-6.177545330E-1,-8.709778547E-2,1.075547811E-1,6.330677043E-1
4.676184958E0,-8.639553487E-1,1.948993921E-2,-2.638906896E-2,8.645779810E-1
4.686241958E0,-1.097002853E0,9.166913867E-2,-3.000943100E-1,1.140997408E0
4.696298958E0,-1.220410824E0,1.416137159E-1,-5.965240239E-1,1.365759106E0
4.706355958E0,-1.157933764E0,1.597190344E-1,-6.243095541E-1,1.325172891E0
4.716411958E0,-7.887019756E-1,1.718233556E-1,-3.801421076E-1,8.922343268E-1
4.726468958E0,-3.133537486E-1,1.260484278E-1,-1.747871630E-1,3.803016307E-1
4.736525958E0,1.319348198E-1,5.684429169E-2,-1.395619279E-1,2.002887962E-1
4.746582958E0,3.752877492E-1,-1.281867546E-1,2.135337375E-2,3.971507337E-1
4.756638958E0,3.738787164E-1,-2.505034894E-1,1.770559558E-1,4.836177253E-1
4.766695958E0,2.647190939E-1,-1.803754932E-1,1.482104715E-1,3.529558911E-1
4.776752958E0,2.207185037E-1,-1.171197295E-1,2.000332475E-2,2.506667548E-1
4.786809958E0,2.566725942E-1,-1.252122760E-2,-2.272988871E-1,3.430778132E-1
4.796865958E0,2.751185131E-1,8.784622908E-2,-6.185318472E-1,6.826337248E-1
4.806922958E0,2.619523376E-1,1.738745588E-1,-9.945482326E-1,1.043061636E0
4.816979958E0,3.308630897E-1,2.579785699E-1,-1.136821514E0,1.211769979E0
4.827035958E0,4.641220115E-1,3.212004197E-1,-1.054905604E0,1.196413300E0
4.837092958E0,5.677140614E-1,3.578589535E-1,-8.669018338E-1,1.096303368E0
4.847149958E0,4.166924679E-1,3.278861260E-1,-5.424449535E-1,7.585436389E-1
4.857206958E0,2.030337462E-1,1.992719400E-1,-1.963103253E-1,3.456439671E-1
4.867262958E0,2.016690060E-2,5.670512795E-2,-2.773334384E-3,6.024837591E-2
4.877319958E0,-1.367255898E-1,-5.547195017E-2,-5.964159966E-4,1.475512788E-1
4.887376958E0,-2.286224775E-1,-1.920535523E-1,-1.468627614E-1,3.327483656E-1
4.897433958E0,-2.137844369E-1,-3.009708077E-1,-2.724054050E-1,4.587939812E-1
4.907489958E0,-1.201985809E-1,-4.097342813E-1,-3.021881980E-1,5.231133597E-1
4.917546958E0,-4.535729036E-2,-4.168357247E-1,-2.700377943E-1,4.987280978E-1
4.927603958E0,5.553700045E-2,-3.510563028E-1,-2.333682239E-1,4.251889157E-1
4.937660958E0,1.986584209E-1,-2.406766587E-1,-1.845855250E-1,3.625772170E-1
4.947716958E0,3.357479998E-1,-1.413365579E-1,-6.534088075E-2,3.700975178E-1
4.957773958E0,4.038132446E-1,8.199550509E-3,5.410022993E-2,4.075036245E-1
4.967830958E0,3.971051726E-1,1.163245082E-1,1.062877625E-1,4.272247626E-1
4.977887958E0,3.521191804E-1,1.330259103E-1,5.839497328E-2,3.809117784E-1
4.987943958E0,1.972431023E-1,1.856871039E-1,-9.034003001E-2,2.855623627E-1
4.998000958E0,3.015964597E-2,2.280893576E-1,-2.471740482E-1,3.376823499E-1
5.008057958E0,-2.016178429E-1,2.565208590E-1,-2.886097938E-1,4.356011005E-1
5.018113958E0,-3.811633238E-1,3.145258230E-1,-2.338248914E-1,5.467047216E-1
5.028170958E0,-4.783051640E-1,2.791495836E-1,-1.282253462E-1,5.684558552E-1
5.038227958E0,-4.867633076E-1,1.959056979E-1,-4.103287239E-2,5.263090886E-1
5.048284958E0,-4.534414874E-1,1.307109976E-1,1.221190989E-2,4.720632141E-1
5.058340958E0,-3.465928307E-1,5.442120552E-2,4.143976551E-2,3.532782361E-1
5.068397958E0,-1.639538804E-1,-6.034618914E-2,-1.005721092E-3,1.747098993E-1
5.078454958E0,8.426203206E-2,-1.006188869E-1,-1.669928245E-3,1.312518157E-1
5.088511958E0,3.166887081E-1,-9.662056088E-2,5.312078476E-2,3.353342935E-1
5.098567958E0,4.655918553E-1,-8.793569148E-2,6.457259316E-2,4.782029709E-1
5.108624958E0,4.246150066E-1,-2.621423721E-2,6.475674391E-2,4.303237455E-1
5.118681958E0,2.415531564E-1,2.240769982E-2,-1.801647741E-2,2.432583520E-1
5.128738958E0,5.137349054E-2,6.590338290E-2,-1.044938368E-1,1.337963128E-1
5.138794958E0,-6.812532485E-2,8.686155796E-2,-1.251625746E-1,1.668881668E-1
5.148851958E0,-1.473248376E-1,9.668604970E-2,-1.147100919E-1,2.102646075E-1
5.158908958E0,-1.321269009E-1,8.261297107E-2,-1.210245184E-1,1.973052330E-1
5.168964958E0,-5.058250844E-2,1.177617538E-1,-1.360050758E-1,1.868791092E-1
5.179021958E0,1.278845997E-1,2.148530155E-1,-1.403916478E-1,2.867509440E-1
5.189078333E0,3.367500664E-1,3.489401954E-1,-1.151486331E-1,4.984165677E-1
5.199135333E0,4.922751854E-1,4.112843782E-1,-7.852225900E-2,6.462626734E-1
5.209191333E0,5.967377396E-1,4.068510193E-1,-1.947941422E-1,7.480430733E-1
5.219248333E0,6.163487162E-1,1.532502598E-1,-3.028799236E-2,6.358370424E-1
5.229305333E0,4.706536438E-1,-2.666681170E-2,1.253947091E-1,4.878009884E-1
5.239362333E0,1.965927458E-1,-2.264556456E-1,1.597517788E-1,3.397815444E-1
5.249418333E0,2.365856543E-2,-2.770609581E-1,1.435526526E-1,3.129374799E-1
5.259475333E0,-1.262538113E-1,-2.389739496E-1,1.787517214E-1,3.240381942E-1
5.269532333E0,-3.380541417E-1,-1.311548012E-1,2.395732892E-1,4.346004435E-1
5.279589333E0,-5.111616920E-1,4.736887872E-2,2.352054191E-1,5.646695274E-1
5.289645333E0,-5.949710034E-1,2.217579925E-1,2.262626874E-1,6.740637254E-1
5.299702333E0,-6.831176332E-1,3.021525300E-1,2.581861460E-1,7.903201491E-1
5.309759333E0,-8.552109839E-1,2.876257074E-1,2.374870026E-1,9.330136392E-1
5.319816333E0,-1.033622982E0,2.323256654E-1,2.315158260E-1,1.084412865E0
5.329872333E0,-1.204869364E0,1.633875775E-1,3.020659912E-1,1.252856555E0
5.339929333E0,-1.275865379E0,7.463327587E-2,3.436420333E-1,1.323439624E0
5.349986333E0,-1.172608813E0,-9.922724962E-3,5.244437885E-1,1.284582102E0
5.360043333E0,-1.026298467E0,-9.106512129E-2,7.134164429E-1,1.253213638E0
5.370099333E0,-9.283824559E-1,-1.355203325E-1,7.347260356E-1,1.191671973E0
5.380156333E0,-7.815302195E-1,-7.210201621E-3,7.144642639E-1,1.058914848E0
5.390213333E0,-5.929193616E-1,1.742926347E-1,6.475463891E-1,8.951243589E-1
5.400269333E0,-3.942632796E-1,2.947522938E-1,5.605398202E-1,7.460075994E-1
5.410326333E0,-2.163395239E-1,3.765606880E-1,4.692343783E-1,6.393603391E-1
5.420383333E0,-8.902341977E-2,3.620040447E-1,4.956088293E-1,6.201614381E-1
5.430440333E0,-9.079264104E-4,3.562100387E-1,4.937529230E-1,6.088336102E-1
5.440496333E0,-5.050854117E-2,3.838229299E-1,4.398661530E-1,5.859636395E-1
5.450553333E0,-1.446370187E-1,5.027716684E-1,1.830307321E-1,5.542557773E-1
5.460610333E0,-3.576145399E-1,5.051783824E-1,2.658740834E-1,6.736337175E-1
5.470667333E0,-9.122820014E-1,2.150828111E-1,5.578045293E-1,1.090717635E0
5.480723333E0,-1.100432976E0,2.672405595E-1,5.718003516E-1,1.268592091E0
5.490780333E0,-1.219694833E0,2.833239108E-1,6.852749634E-1,1.427420645E0
5.500837333E0,-1.332190146E0,3.209963518E-1,9.218533818E-1,1.651539554E0
5.510894333E0,-1.327544679E0,3.905899125E-1,1.117437994E0,1.778652025E0
5.520950333E0,-1.118351622E0,5.105853027E-1,1.226862788E0,1.736836205E0
5.531007333E0,-1.166207574E0,1.491174477E-1,1.437858396E0,1.857340271E0
5.541064333E0,-8.499942443E-1,1.473434025E-1,1.335485344E0,1.589880938E0
5.551121333E0,-5.099155042E-1,8.589092016E-2,1.378637795E0,1.472424274E0
5.561177333E0,-2.647521307E-1,9.371683359E-2,1.462288063E0,1.489014074E0
5.571234333E0,1.995742410E-2,2.790110046E-1,1.421325978E0,1.448589996E0
5.581291333E0,2.502981059E-1,5.196455634E-1,1.398069263E0,1.512375058E0
5.591347333E0,2.514264724E-1,6.011879092E-1,1.471275233E0,1.609128020E0
5.601404333E0,1.507131529E-1,5.952617562E-1,1.478029937E0,1.600507265E0
5.611461333E0,1.390581903E-1,5.960850441E-1,1.403172712E0,1.530865187E0
5.621518333E0,-2.516952981E-1,1.752357906E-1,1.500611883E0,1.531631199E0
5.631574333E0,-5.437963182E-1,4.698413193E-2,1.425183971E0,1.526129515E0
5.641631333E0,-6.230515257E-1,2.296148962E-1,1.210731636E0,1.380864692E0
5.651688333E0,-5.471039419E-1,5.886889011E-1,9.957002802E-1,1.279568831E0
5.661745333E0,-5.033974667E-1,8.093657434E-1,8.813672606E-1,1.298187261E0
5.671801333E0,-5.224820477E-1,8.165005159E-1,8.361763966E-1,1.280176374E0
5.681858333E0,-6.606064376E-1,7.133790207E-1,7.999131346E-1,1.259035947E0
5.691915333E0,-9.351760434E-1,4.834518832E-1,7.636522114E-1,1.300555518E0
5.701972333E0,-1.220873120E0,2.313316387E-1,8.208239472E-1,1.489227133E0
5.712028333E0,-1.442907028E0,-3.764437437E-3,9.627311933E-1,1.734602609E0
5.722085333E0,-1.513099197E0,-9.626680434E-2,1.188902810E0,1.926713879E0
5.732142333E0,-1.354532210E0,-1.455927461E-1,1.521512317E0,2.042291480E0
5.742199333E0,-1.023903229E0,-1.554482281E-1,1.841302242E0,2.112566193E0
5.752255333E0,-5.739495322E-1,-1.101808387E-1,2.051414920E0,2.133040332E0
5.762312333E0,-3.286026292E-1,-3.835428482E-1,2.368010219E0,2.421271815E0
5.772369333E0,-2.345503116E-1,-4.887377661E-1,2.404078184E0,2.464441188E0
5.782425333E0,-3.328728508E-1,-5.720331073E-1,2.422937647E0,2.511703217E0
5.792482333E0,-5.601269337E-1,-5.494184160E-1,2.352342020E0,2.479741066E0
5.802539333E0,-9.727375335E-1,-5.630529535E-1,2.219134261E0,2.487529659E0
5.812596333E0,-1.490524852E0,-7.130492377E-1,2.031640806E0,2.618714936E0
5.822652333E0,-1.956651143E0,-7.841548884E-1,1.712485596E0,2.715877298E0
5.832709333E0,-2.810425612E0,-1.258675150E0,1.640726227E0,3.489231692E0
5.842766333E0,-3.413924341E0,-1.602755724E0,1.414606358E0,4.028004030E0
5.852823333E0,-3.917602035E0,-1.944924259E0,1.244651188E0,4.547471018E0
5.862879333E0,-4.021841518E0,-2.149042956E0,1.163635676E0,4.706128219E0
5.872936333E0,-3.621022194E0,-2.219299006E0,1.244347279E0,4.425549679E0
5.882993333E0,-2.904300028E0,-2.267980000E0,1.425225048E0,3.950943985E0
5.893050333E0,-2.250895606E0,-2.324191039E0,1.621258946E0,3.618960566E0
5.903106333E0,-1.858012561E0,-2.346693463E0,1.616782025E0,3.401935479E0
5.913163333E0,-1.518939104E0,-2.176389214E0,1.467043018E0,3.032500821E0
5.923220333E0,-1.104185499E0,-1.853413580E0,1.274205501E0,2.505587191E0
5.933277333E0,-6.155599268E-1,-1.372995232E0,1.287111329E0,1.980072096E0
5.943333333E0,-2.010624305E-1,-1.024295357E0,1.497224007E0,1.825181308E0
5.953390333E0,2.412522440E-1,-8.092189783E-1,1.656488128E0,1.859298501E0
5.963447333E0,8.754279513E-1,-6.140664017E-1,1.903822865E0,2.183573480E0
5.973503333E0,1.654047500E0,-4.225560558E-1,2.115386821E0,2.718324513E0
5.983560333E0,2.405774900E0,-2.378857827E-1,2.033971506E0,3.159332620E0
5.993617333E0,3.115586242E0,-2.309240878E-2,1.595714507E0,3.500530771E0
6.003674333E0,3.525393906E0,2.122299546E-1,1.000722892E0,3.670815992E0
6.013730333E0,3.415180323E0,3.934445232E-1,3.204987538E-1,3.452676452E0
6.023787333E0,2.950950868E0,4.543777728E-1,-2.437552178E-1,2.995661328E0
6.033844333E0,2.515739391E0,4.379009038E-1,-5.599562681E-1,2.614240408E0
6.043901333E0,2.018640399E0,2.143103939E-1,-9.362865758E-1,2.235502306E0
6.053957333E0,1.268048236E0,-2.069902647E-1,-1.199014839E0,1.757392353E0
6.064014333E0,5.452618497E-1,-5.887643301E-1,-1.272914874E0,1.504747885E0
6.074071333E0,6.056477451E-2,-1.023269756E0,-1.395002983E0,1.731121719E0
6.084128333E0,-3.466056946E-1,-1.398173343E0,-1.546233029E0,2.113258334E0
6.094184333E0,-4.270364117E-1,-1.836709839E0,-1.612584894E0,2.481187855E0
6.104241333E0,-4.066975664E-1,-2.367446401E0,-1.603123514E0,2.887942239E0
